Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Securitization category,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
1921659_LU0003_LU0003_LXEUR,LU0003 HEAT 2004-1 M1 MBS VAR 25.06.2034 LU0003_LXEUR_1921659_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,181.5935409,0.068493399,1,Other Securitization,1,181.5935409,0,0.054776305,9.947023174,0
22554082_LU0003_LU0003_LXEUR,LU0003 CONTE 2X AR 3MEUR+91BP CMKI53080_IE00BMTRWY37_EUR LU0003_LXEUR_22554082_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,83.12935967,0.134761538,1,Other Securitization,1,83.12935967,0,0.054776305,4.553519157,0
1929086,PPSI 2005-WCW1 M3 MBS VAR 25.09.2035_1929086,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,198.7312854,0.068490565,1,Other Securitization,1,198.7312854,0,0.054776305,10.8857655,0
22062048_LU0003_LU0003_LXEUR,LU0003 CBAM 2018-8A A1 CDO VAR 20.10.2029 LU0003_LXEUR_22062048_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,4773.346605,0.054795736,1,Other Securitization,0.125,596.6683257,0,0.054776305,32.68328617,0
16974079_LU0003_LU0003_LXEUR,LU0003 LCM 20A AR CDO VAR 20.10.2027 LU0003_LXEUR_16974079_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,682.1865904,0.054790472,1,Other Securitization,0.125,85.27332381,0,0.054776305,4.67095759,0
24748876_LU0003_LU0003_LXEUR,LU0003 CGMSE 2017-3A A1R 3MEUR + 70BP 144A CX35030M7_IE00BMTRWY37_EUR LU0003_LXEUR_24748876_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,2283.336789,9.006845724,9.006845724,Other Securitization,1,2283.336789,0,0.054776305,125.0727523,0
24395214_LU0003_LU0003_LXEUR,LU0003 BLUME 3X A1R 3MEUR + 72BP CX27RT0M8_IE00B0C18065_EUR LU0003_LXEUR_24395214_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,5552.931615,8.998227316,8.998227316,Other Securitization,1,5552.931615,0,0.054776305,304.1690756,0
19914484_LU0003_LU0003_LXEUR,LU0003 MVEW 2017-1A AR CDO VAR 16.10.2029 LU0003_LXEUR_19914484_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,516.4827595,0.04383743,1,Other Securitization,0.125,64.56034493,0,0.054776305,3.536377143,0
22554521_LU0003_LU0003_LXEUR,LU0003 DKFLD 2 A 3MGBP+125BP CM5J07073_IE00BMTRWY37_GBP LU0003_LXEUR_22554521_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,294.4089324,25.98532445,25.98532445,Other Securitization,1,294.4089324,0,0.054776305,16.12663347,0
6604678_LU0003_LU0003_LXEUR,LU0003 POPLR 2006-A M1 MBS VAR 25.02.2036 LU0003_LXEUR_6604678_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,211.1983252,0.06849264,1,Other Securitization,1,211.1983252,0,0.054776305,11.56866387,0
6243552_LU0003_LU0003_LXEUR,LU0003 SAMI 2006-AR6 1A1 CMO VAR 25.07.2046 LU0003_LXEUR_6243552_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,91.24652194,0.068490487,1,Other Securitization,1,91.24652194,0,0.054776305,4.998147313,0
19863503,FNR 2019-66 FA CMO VAR 25.11.2059_19863503,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,225.3400671,0.087809434,1,Other Securitization,0.125,28.16750838,0,0.054776305,1.542912029,0
20113247,GNR 2020-17 EU CMO FIX 2.500% 20.10.2049_20113247,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,353.8608863,3.188628008,3.188628008,Other Securitization,1,353.8608863,0,0.054776305,19.38319182,0
23364750_LU0003_LU0003_LXEUR,LU0003 VENTR 2017-29A AR CDO VAR 07.09.2030 LU0003_LXEUR_23364750_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,11534.58558,0.127060375,1,Other Securitization,0.125,1441.823197,0,0.054776305,78.97774715,0
1929086,PPSI 2005-WCW1 M3 MBS VAR 25.09.2035_1929086,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,93.69396882,0.068490565,1,Other Securitization,1,93.69396882,0,0.054776305,5.132209409,0
20113386_LU0003_LU0003_LXEUR,LU0003 CCMF 2020-1 A 1MGBP+60BP CX2KRC012_IE00B5ZR2157_GBP LU0003_LXEUR_20113386_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,1.347318524,32.23974858,32.23974858,Other Securitization,1,1.347318524,0,0.054776305,0.07380113,0
2644506_LU0003_LU0003_LXEUR,LU0003 RAST 2005-A14 A5 CMO FIX 5.500% 25.12.2035 LU0003_LXEUR_2644506_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,199.3276446,0.15296345,1,Other Securitization,1,199.3276446,0,0.054776305,10.91843185,0
12573239,SLMA 2003-11 A6 ABS VAR 15.12.2025_12573239,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,77.95196077,0.220887812,1,Other Securitization,0.125,9.743995097,0,0.054776305,0.533740047,0
14496201_LU0003_LU0003_LXEUR,LU0003 VENTR 2014-17A ARR CDO VAR 15.04.2027 LU0003_LXEUR_14496201_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1559.945463,0.041094026,1,Other Securitization,0.125,194.9931829,0,0.054776305,10.68100605,0
527749_LU0003_LU0003_LXEUR,LU0003 SAMI 2004-AR1 1A2 CMO VAR 19.03.2034 LU0003_LXEUR_527749_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,5.839286376,0.052059076,1,Other Securitization,0.134,0.782464374,0,0.054776305,0.042860507,0
839686_LU0003_LU0003_LXEUR,LU0003 MSM 2007-10XS A1 MBS FIX 6.000% 25.02.2037 LU0003_LXEUR_839686_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,D,6,30.06688852,0.317646203,1,Other Securitization,1,30.06688852,0,0.054776305,1.646953055,0
22623673,MABS 2006-FRE2 A1 MBS VAR 25.03.2036_22623673,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,688.6995374,0.068493201,1,Other Securitization,1,688.6995374,0,0.054776305,37.72441589,0
22554054_LU0003_LU0003_LXEUR,LU0003 HARVT 14X A1AR 3MEUR + 63BP CX26F20P5_IE00BMTRWY37_EUR LU0003_LXEUR_22554054_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,27.50278505,7.942271654,7.942271654,Other Securitization,1,27.50278505,0,0.054776305,1.506500941,0
22623665,WFRBS 2012-C7 AFL MBS VAR 15.06.2045_22623665,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,969.1360157,0.040869358,1,Other Securitization,0.125,121.142002,0,0.054776305,6.635711243,0
23914573_LU0003_LU0003_LXEUR,LU0003 ADAGI V-A ARR 3MEUR + 72BP 144A CMJF71379_IE00B0C18065_EUR LU0003_LXEUR_23914573_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,412.0371801,9.698326642,9.698326642,Other Securitization,1,412.0371801,0,0.054776305,22.56987423,0
4066804_LU0003_LU0003_LXEUR,LU0003 WFMBS 2007-7 A38 CMO 6.000% 25.06.37 LU0003_LXEUR_4066804_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,30.63212272,0.068494943,1,Other Securitization,1,30.63212272,0,0.054776305,1.677914496,0
870778,GSR 2005-AR6 1A1 CMO VAR 25.09.2035_870778,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,54.87458735,0.068493863,1,Other Securitization,0.134,7.353194705,0,0.054776305,0.402780836,0
22554481,FHR 4068 FA CMO VAR 15.06.2042_22554481,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,3.917214853,0.038565806,1,Other Securitization,0.125,0.489651857,0,0.054776305,0.026821319,0
22554304_LU0003_LU0003_LXEUR,LU0003 BLACK 2015-1A A2R CDO VAR 03.10.2029 LU0003_LXEUR_22554304_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,135.4970802,0.00821639,1,Other Securitization,0.125,16.93713503,0,0.054776305,0.927753674,0
20113341_LU0003_LU0003_LXEUR,LU0003 CRNCL 2013-3X AR 3MEUR + 65BP CMRF90115_IE00B5ZR2157_EUR LU0003_LXEUR_20113341_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,81.22977047,6.897092133,6.897092133,Other Securitization,1,81.22977047,0,0.054776305,4.449466679,0
1921390_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WCW2 M3 MBS VAR 25.10.2034 LU0003_LXEUR_1921390_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,278.9606941,0.068489516,1,Other Securitization,1,278.9606941,0,0.054776305,15.28043605,0
24395213_LU0003_LU0003_LXEUR,LU0003 BLUME 3X A2R WM26 WC3.6831 CX27RT0P1_IE00B0C18065_EUR LU0003_LXEUR_24395213_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,1370.649757,8.859303099,8.859303099,Other Securitization,1,1370.649757,0,0.054776305,75.07912909,0
667084_LU0003_LU0003_LXEUR,LU0003 MABS 2006-NC2 A3 MBS VAR 25.08.2036 LU0003_LXEUR_667084_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,628.0056034,0.068494958,1,Other Securitization,1,628.0056034,0,0.054776305,34.39982645,0
6088117_LU0003_LU0003_LXEUR,LU0003 MABS 2005-OPT1 M3 MBS VAR 25.03.2035 LU0003_LXEUR_6088117_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,96.19645173,0.068490403,1,Other Securitization,0.197,18.95070099,0,0.054776305,1.038049377,0
7031047,MLCC 2004-A A1 CMO VAR 25.04.2029_7031047,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,10.13544725,0.068489991,1,Other Securitization,1,10.13544725,0,0.054776305,0.555182349,0
20113385_LU0003_LU0003_LXEUR,LU0003 BUMP 10 A 1MEUR + 40BP CX2KMF010_IE00B5ZR2157_EUR LU0003_LXEUR_20113385_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,0.889140425,6.418099967,6.418099967,Other Securitization,1,0.889140425,0,0.054776305,0.048703827,0
6640738_LU0003_LU0003_LXEUR,LU0003 CMLTI 2007-AR4 2A2A CMO VAR 25.03.2037 LU0003_LXEUR_6640738_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,2276.076954,-0.022740619,1,Other Securitization,1,2276.076954,0,0.054776305,124.6750854,0
534917_LU0003_LU0003_LXEUR,LU0003 BSARM 2004-10 12A3 CMO VAR 25.01.2035 LU0003_LXEUR_534917_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,160.1297472,0.068493896,1,Other Securitization,0.197,31.54556019,0,0.054776305,1.727949225,0
4625699_LU0003_LU0003_LXEUR,LU0003 CWALT 2007-12T1 A1 CMO FIX 6.000% 25.06.2037 LU0003_LXEUR_4625699_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,94.27588082,1.028717177,1.028717177,Other Securitization,1,94.27588082,0,0.054776305,5.164084399,0
4330333_LU0003_LU0003_LXEUR,LU0003 MLMI 2004-HE1 M1 MBS VAR 25.04.2035 LU0003_LXEUR_4330333_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,317.1631717,0.06849161,1,Other Securitization,0.82,260.0738008,0,0.054776305,14.24588183,0
4085814,MLMI 2006-A3 6A1 CMO VAR 25.05.2036_4085814,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,225.3150249,0.068489067,1,Other Securitization,1,225.3150249,0,0.054776305,12.34192452,0
22554582,FHR 4839 UF CMO VAR 15.08.2056_22554582,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,921.0899656,0.081508278,1,Other Securitization,0.125,115.1362457,0,0.054776305,6.306738107,0
22623765_LU0003_LU0003_LXEUR,LU0003 RAAC 2005-SP2 1M4 1MLIB+140BP 76112BE89_IE00BMTRWY37_USD LU0003_LXEUR_22623765_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,186.4723782,18.00084405,18.00084405,Other Securitization,1,186.4723782,0,0.054776305,10.21426786,0
5223435_LU0003_LU0003_LXEUR,LU0003 DORIC NIMROD 2013-1 CL A 144A FIX 5.250% 30.05.2023 LU0003_LXEUR_5223435_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,680.7046352,1.587643507,1.587643507,Other Securitization,0.82,680.7046352,0,0.054776305,37.28648469,0
20113313_LU0003_LU0003_LXEUR,LU0003 BABSE 2016-1X A1R 3MEUR + 68BP CX21240M3_IE00B5ZR2157_EUR LU0003_LXEUR_20113313_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,0.121331539,8.573387048,8.573387048,Other Securitization,1,0.121331539,0,0.054776305,0.006646093,0
24748828_LU0003_LU0003_LXEUR,LU0003 CRMN 2014-1A A1AR CDO VAR 22.04.2030 LU0003_LXEUR_24748828_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,6720.655566,0.06027267,1,Other Securitization,0.125,840.0819457,0,0.054776305,46.01658485,0
22623665,WFRBS 2012-C7 AFL MBS VAR 15.06.2045_22623665,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,456.9094365,0.040869358,1,Other Securitization,0.125,57.11367956,0,0.054776305,3.128476329,0
13245191_LU0003_LU0003_LXEUR,LU0003 WINDR 2015-2A A1R CDO VAR 15.10.2027 LU0003_LXEUR_13245191_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,42.46599344,0.041096764,1,Other Securitization,0.125,5.30824918,0,0.054776305,0.290766276,0
813656,CSFB 2003-AR15 2A1 CMO VAR 25.06.2033_813656,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,10.18430095,0.068490001,1,Other Securitization,1,10.18430095,0,0.054776305,0.557858374,0
2555788_LU0003_LU0003_LXEUR,LU0003 MARM 2007-3 22A4 CMO FLOAT 25.05.47 LU0003_LXEUR_2555788_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,372.3244914,0.068493381,1,Other Securitization,1,372.3244914,0,0.054776305,20.39455989,0
4212971_LU0003_LU0003_LXEUR,LU0003 HVMLT 2005-3 2A1A CMO VAR 19.06.2035 LU0003_LXEUR_4212971_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,211.0372112,0.052056552,1,Other Securitization,1,211.0372112,0,0.054776305,11.55983864,0
2005175_LU0003_LU0003_LXEUR,LU0003 CWALT 2006-OA2 A1 CMO VAR 20.05.2046 LU0003_LXEUR_2005175_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,827.601393,0.054797539,1,Other Securitization,1,827.601393,0,0.054776305,45.33294629,0
2734281_LU0003_LU0003_LXEUR,LU0003 NCHET 2006-1 A2B MBS VAR 25.05.2036 LU0003_LXEUR_2734281_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,15.33407731,0.064690699,1,Other Securitization,1,15.33407731,0,0.054776305,0.839944095,0
1105467,SLMA 2008-9 A ABS VAR 25.04.2023_1105467,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,68.52114972,0.078078183,1,Other Securitization,1,68.52114972,0,0.054776305,3.753335394,0
4286379_LU0003_LU0003_LXEUR,LU0003 CWHL 2005-2 2A3 CMO FLOAT 25.03.35 LU0003_LXEUR_4286379_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,30.91669215,0.06849775,1,Other Securitization,1,30.91669215,0,0.054776305,1.693502157,0
6973084_LU0003_LU0003_LXEUR,LU0003 LABSM 2007-1 2A2 MBS VAR 25.06.2037 LU0003_LXEUR_6973084_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,70.68934344,-0.477125354,1,Other Securitization,1,70.68934344,0,0.054776305,3.872101034,0
22554266,FHR 3751 FG CMO VAR 15.11.2050_22554266,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,7.939094878,0.081451375,1,Other Securitization,0.125,0.99238686,0,0.054776305,0.054359285,0
22554066,LPCC 2018-1 A ABS VAR 20.08.2024_22554066,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,654.7040607,0.054793843,1,Other Securitization,1,654.7040607,0,0.054776305,35.86226929,0
2144392_LU0003_LU0003_LXEUR,LU0003 CWALT 2006-OA18 A2 CMO FLOAT 25.12.46 LU0003_LXEUR_2144392_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,C,6,3197.386943,0.068490106,1,Other Securitization,1,3197.386943,0,0.054776305,175.1410423,0
22554466_LU0003_LU0003_LXEUR,LU0003 RMS 31 A 3MGBP + 120BP CMUA54019_IE00BMTRWY37_GBP LU0003_LXEUR_22554466_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,468.9963061,34.90319339,34.90319339,Other Securitization,1,468.9963061,0,0.054776305,25.68988469,0
11100305,CGCMT 2013-375P A MBS FIX 3.251% 10.05.2035_11100305,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,108.6808526,1.559066685,1.559066685,Other Securitization,0.125,21.18008707,0,0.054776305,1.160166908,0
1551580_LU0003_LU0003_LXEUR,LU0003 WAMU 2007-HY2 1A1 CMO VAR 25.12.2036 LU0003_LXEUR_1551580_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,16.49810818,0.068493018,1,Other Securitization,1,16.49810818,0,0.054776305,0.903705405,0
7323151_LU0003_LU0003_LXEUR,LU0003 DMARC 2014-RS1 4A1 CMO VAR 27.11.2036 LU0003_LXEUR_7323151_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,77.66896972,0.03736568,1,Other Securitization,1,77.66896972,0,0.054776305,4.254419172,0
22554389,FHR 3326 KF CMO VAR 15.06.2037_22554389,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,140.8560678,0.080743686,1,Other Securitization,0.125,17.60700847,0,0.054776305,0.964446866,0
17849964,FHR 4885 AF CMO VAR 15.06.2049_17849964,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2027.667992,0.047325554,1,Other Securitization,0.125,253.458499,0,0.054776305,13.88352004,0
4219959,SARM 2005-7 1A3 CMO VAR 25.04.2035_4219959,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,13.10282612,-0.340788237,1,Other Securitization,1,13.10282612,0,0.054776305,0.7177244,0
2791537_LU0003_LU0003_LXEUR,LU0003 INDX 2005-AR14 2A1A CMO FLOAT 25.07.35 LU0003_LXEUR_2791537_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,87.65655108,0.06849454,1,Other Securitization,1,87.65655108,0,0.054776305,4.801501974,0
14111069_LU0003_LU0003_LXEUR,LU0003 FHR 4579 SD CMO FIX 1.902% 15.01.2038 LU0003_LXEUR_14111069_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,19.04320789,2.895354055,2.895354055,Other Securitization,0.125,6.892103648,0,0.054776305,0.377523971,0
506411,CWL 2006-1 AF6 MBS FIX 4.553% 25.07.2036_506411,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,104.4513851,0.068494363,1,Other Securitization,1,104.4513851,0,0.054776305,5.721460925,0
20113242,GNR 2010-15 AF CMO VAR 20.02.2040_20113242,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,74.29378067,0.079072449,1,Other Securitization,1,74.29378067,0,0.054776305,4.069538787,0
11578832,MSBAM 2016-C31 ASB MBS FIX 2.952% 15.11.2049_11578832,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2492.860411,3.967160592,3.967160592,Other Securitization,0.125,1236.197198,0,0.054776305,67.71431471,0
17619769_LU0003_LU0003_LXEUR,LU0003 NUMERICABLE-SFR SA TL B12 BL2543520_IE00B3D1YW09_EUR LU0003_LXEUR_17619769_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,10407.64985,4.346572782,4.346572782,Other Securitization,1,10407.64985,0,0.054776305,570.0926021,0
4541114_LU0003_LU0003_LXEUR,LU0003 NCHET 2005-1 M2 ABS FLOAT 25.03.35 LU0003_LXEUR_4541114_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,92.66610107,0.068494536,1,Other Securitization,1,92.66610107,0,0.054776305,5.075906612,0
4293505_LU0003_LU0003_LXEUR,LU0003 AHM 2006-1 2A3 CMO FIX TO FLOAT 1.905% 25.12.2035 LU0003_LXEUR_4293505_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,463.5617272,0.068492655,1,Other Securitization,1,463.5617272,0,0.054776305,25.39219854,0
2931283_LU0003_LU0003_LXEUR,LU0003 WAMU 2007-HY7 2A2 CMO VAR 25.07.37 LU0003_LXEUR_2931283_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,721.5031799,0.069026582,1,Other Securitization,1,721.5031799,0,0.054776305,39.52127822,0
784182_LU0003_LU0003_LXEUR,LU0003 SARM 2004-2 4A1 CMO VAR 25.03.2034 LU0003_LXEUR_784182_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,1.361133146,0.068493295,1,Other Securitization,1,1.361133146,0,0.054776305,0.074557844,0
22554143_LU0003_LU0003_LXEUR,LU0003 GALL 2017-1A A CDO VAR 15.07.2027 LU0003_LXEUR_22554143_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1071.430937,0.041096786,1,Other Securitization,0.125,133.9288671,0,0.054776305,7.336128468,0
1928209_LU0003_LU0003_LXEUR,LU0003 CWL 2005-11 MV3 MBS VAR 25.02.2036 LU0003_LXEUR_1928209_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,79.76955463,0.068494392,1,Other Securitization,1,79.76955463,0,0.054776305,4.369481451,0
3130048,FNR 2005-79 NF CMO FLOAT 25.09.35_3130048,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,3.414274859,0.04560554,1,Other Securitization,0.125,0.426784357,0,0.054776305,0.02337767,0
3949108_LU0003_LU0003_LXEUR,LU0003 MSAC 2004-HE3 M1 MBS VAR 25.03.2034 LU0003_LXEUR_3949108_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,781.8835238,0.068494235,1,Other Securitization,1,781.8835238,0,0.054776305,42.82869034,0
741516,WAMU 2006-AR9 1A CMO VAR 25.08.2046_741516,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,188.768009,0.068495396,1,Other Securitization,1,188.768009,0,0.054776305,10.34001403,0
16974060,GNR 2016-H11 F CMO VAR 20.05.2066_16974060,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,270.1898189,0.12925235,1,Other Securitization,1,270.1898189,0,0.054776305,14.79999992,0
6604684_LU0003_LU0003_LXEUR,LU0003 WAMU 2006-AR8 2A1 CMO VAR 25.08.2036 LU0003_LXEUR_6604684_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,37.00369191,0.068494818,1,Other Securitization,1,37.00369191,0,0.054776305,2.026925513,0
23914539_LU0003_LU0003_LXEUR,LU0003 OZLM 2017-16A A1R CDO VAR 16.05.2030 LU0003_LXEUR_23914539_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,6976.355481,0.129414779,1,Other Securitization,0.125,872.0444352,0,0.054776305,47.76737192,0
2644357,FNR 2007-9 FA CMO FLOAT 25.03.37_2644357,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,5.550097685,0.048555625,1,Other Securitization,0.125,0.693762211,0,0.054776305,0.03800173,0
1921330_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R11 M1 MBS VAR 25.11.2034 LU0003_LXEUR_1921330_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,965.8791871,0.068496128,1,Other Securitization,1,965.8791871,0,0.054776305,52.90729291,0
20113237,FNR 2019-38 CF CMO VAR 25.07.2049_20113237,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,541.2775515,0.069596278,1,Other Securitization,0.125,67.65969394,0,0.054776305,3.706148029,0
5422637,WFCM 2013-LC12 A4 MBS FIX 4.218% 15.07.2046_5422637,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,83.10930681,1.649071166,1.649071166,Other Securitization,0.125,17.13164518,0,0.054776305,0.938408221,0
6983249_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WWF1 M5 MBS VAR 25.12.2034 LU0003_LXEUR_6983249_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,484.5424514,0.068491851,1,Other Securitization,1,484.5424514,0,0.054776305,26.54144509,0
4057426_LU0003_LU0003_LXEUR,LU0003 WAMU 2002-AR19 A6 CMO VAR 25.02.2033 LU0003_LXEUR_4057426_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,7.245152923,0.06849185,1,Other Securitization,0.166,1.202695385,0,0.054776305,0.065879209,0
4653698_LU0003_LU0003_LXEUR,LU0003 EMCM 2003-B A1 MBS VAR 25.11.2041 LU0003_LXEUR_4653698_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,1.512766109,0.068492266,1,Other Securitization,0.166,0.251119174,0,0.054776305,0.01375538,0
