Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
21244054,EUROPEAN INVESTMENT BANK 144A VAR 10.06.2022_21244054,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2515.496947,0.440887369,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
14812095,EUROPEAN BK RECON & DEV GMTN VAR 11.05.2022_14812095,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,93.37375746,0.358801197,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
21244054,EUROPEAN INVESTMENT BANK 144A VAR 10.06.2022_21244054,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,5335.540249,0.440887369,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
23673151,INTER-AMERICAN DEVEL BK VAR 16.09.2022_23673151,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1086.041724,0.708767615,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
19202938,EUROPEAN BK RECON & DEV GMTN VAR 19.08.2022_19202938,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,275.3777491,0.632061365,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
14121289,EUROPEAN INVESTMENT BANK 144A VAR 19.01.2023_14121289,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,288.874435,1.049492595,1.049492595,Supranational Bond,1,1.049492595,0,0,0,0,0,0.063252303,0,0
20350200,EUROPEAN INVESTMENT BANK REGS VAR 10.06.2022_20350200,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1026.668013,0.440887369,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
24139276_LU0003_LU0003_LXEUR,LU0003 EUROPEAN INVESTMENT BANK SRUNSEC REGS ZP6124819_IE00BDQZ6S97_USD LU0003_LXEUR_24139276_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1701.393043,1.080345972,1.080345972,Supranational Bond,1,1.080345972,0,0,0,0,0,0.063252303,0,0
23173555_LU0003_LU0003_LXEUR,LU0003 INTL BK RECON & DEVELOP GDIF FIX 0.850% 10.02.2027 LU0003_LXEUR_23173555_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2210.952947,0.112328877,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
24139378_LU0003_LU0003_LXEUR,LU0003 EUROFIMA AX9662419_IE00BDQZ6S97_USD LU0003_LXEUR_24139378_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,118.5158914,0.191784592,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
11976563,ASIAN DEVELOPMENT BANK GMTN FIX 2.000% 16.02.2022_11976563,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,896.8154246,0.128768697,1,Supranational Bond,1,1,0,0,0,0,0,0.063252303,0,0
