Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Securitization category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
22554345,FN AL7090 MBS VAR 01.10.2037_22554345,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,14.20633664,0.069419302,1,Type 1 Securitization,1,1,0.01,0,0.01,0.142063366,0,0.054776305,0.007781706,0
4122074_LU0003_LU0003_LXEUR,LU0003 BSABS 2006-SD2 M1 MBS VAR 25.06.2036 LU0003_LXEUR_4122074_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,131.3253352,0.068492353,1,Type 1 Securitization,1,1,0.016,0,0.016,2.101205364,0,0.054776305,0.115096266,0
1921847_LU0003_LU0003_LXEUR,LU0003 SAIL 2004-8 M1 MBS VAR 25.09.2034 LU0003_LXEUR_1921847_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,31.61129647,0.068495094,1,Type 1 Securitization,1,1,0.028,0,0.028,0.885116301,0,0.054776305,0.0484834,0
7116524_LU0003_LU0003_LXEUR,LU0003 SASC 2007-WF2 A3 MBS VAR 25.08.2037 LU0003_LXEUR_7116524_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,106.3755442,0.070170914,1,Type 1 Securitization,1,1,0.016,0,0.016,1.702008707,0,0.054776305,0.093229748,0
1929112_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WHQ3 M4 MBS VAR 25.06.2035 LU0003_LXEUR_1929112_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,165.104462,0.068497821,1,Type 1 Securitization,1,1,0.016,0,0.016,2.641671393,0,0.054776305,0.144700998,0
7217343_LU0003_LU0003_LXEUR,LU0003 CMLTI 2006-SHL1 M1 MBS VAR 25.11.2045 LU0003_LXEUR_7217343_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,38.35140224,0.068497816,1,Type 1 Securitization,1,1,0.016,0,0.016,0.613622436,0,0.054776305,0.03361197,0
1928008_LU0003_LU0003_LXEUR,LU0003 AMSI 2005-R7 M2 MBS VAR 25.09.2035 LU0003_LXEUR_1928008_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,1181.52711,0.068492225,1,Type 1 Securitization,1,1,0.016,0,0.016,18.90443375,0,0.054776305,1.035515029,0
482623_LU0003_LU0003_LXEUR,LU0003 CWL 2005-4 AF6 MBS FIX 4.740% 25.10.2035 LU0003_LXEUR_482623_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2.373580834,0.068495195,1,Type 1 Securitization,1,1,0.01,0,0.01,0.023735808,0,0.054776305,0.00130016,0
1921309_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R5 M1 MBS VAR 25.07.2034 LU0003_LXEUR_1921309_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,132.0801056,0.068496879,1,Type 1 Securitization,1,1,0.016,0,0.016,2.11328169,0,0.054776305,0.115757762,0
1921342_LU0003_LU0003_LXEUR,LU0003 ARC 2004-1 A5 MBS VAR 25.10.2034 LU0003_LXEUR_1921342_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,110.641451,0.068497523,1,Type 1 Securitization,1,1,0.016,0,0.016,1.770263215,0,0.054776305,0.096968478,0
22554288,FINA 2004-2 M1 MBS VAR 25.08.2034_22554288,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,78.2075601,0.068490026,1,Type 1 Securitization,1,1,0.028,0,0.028,2.189811683,0,0.054776305,0.119949793,0
525297_LU0003_LU0003_LXEUR,LU0003 CWL 2004-1 3A MBS VAR 25.04.2034 LU0003_LXEUR_525297_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,17.6057046,0.068494219,1,Type 1 Securitization,1,1,0.01,0,0.01,0.176057046,0,0.054776305,0.009643754,0
14504604,FN AL5548 MBS VAR 01.05.2038_14504604,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,38.599354,0.137389518,1,Type 1 Securitization,1,1,0.01,0,0.01,0.38599354,0,0.054776305,0.0211433,0
16975229_LU0003_LU0003_LXEUR,LU0003 CFII 2018-2A A2 ABS VAR 15.08.2030 LU0003_LXEUR_16975229_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,84.31767907,0.041125808,1,Type 1 Securitization,1,1,0.01,0,0.01,0.843176791,0,0.054776305,0.046186109,0
6958102_LU0003_LU0003_LXEUR,LU0003 RAMP 2005-EFC5 M2 MBS VAR 25.10.2035 LU0003_LXEUR_6958102_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,0.278341493,0.077921472,1,Type 1 Securitization,1,1,0.01,0,0.01,0.002783415,0,0.054776305,0.000152465,0
3870714_LU0003_LU0003_LXEUR,LU0003 RAAC 2007-SP3 A1 MBS VAR 25.09.2047 LU0003_LXEUR_3870714_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,36.03527336,0.073664814,1,Type 1 Securitization,1,1,0.012,0,0.012,0.43242328,0,0.054776305,0.023686549,0
6181983_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R9 M3 MBS VAR 25.10.2034 LU0003_LXEUR_6181983_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,124.8688655,0.068490517,1,Type 1 Securitization,1,1,0.028,0,0.028,3.496328234,0,0.054776305,0.191515942,0
6058800_LU0003_LU0003_LXEUR,LU0003 MLMI 2005-FM1 M1 MBS VAR 25.05.2036 LU0003_LXEUR_6058800_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,157.2333398,0.068494691,1,Type 1 Securitization,1,1,0.028,0,0.028,4.402533514,0,0.054776305,0.241154518,0
7223154_LU0003_LU0003_LXEUR,LU0003 SAIL 2003-BC6 M1 MBS VAR 25.07.2033 LU0003_LXEUR_7223154_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,18.83225902,0.068496776,1,Type 1 Securitization,1,1,0.016,0,0.016,0.301316144,0,0.054776305,0.016504985,0
4370375_LU0003_LU0003_LXEUR,LU0003 JPMAC 2007-CH5 A5 MBS VAR 25.06.2037 LU0003_LXEUR_4370375_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,679.3673783,0.062538795,1,Type 1 Securitization,1,1,0.012,0,0.012,8.152408539,0,0.054776305,0.446558816,0
7223154_LU0003_LU0003_LXEUR,LU0003 SAIL 2003-BC6 M1 MBS VAR 25.07.2033 LU0003_LXEUR_7223154_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,39.94450325,0.068496776,1,Type 1 Securitization,1,1,0.016,0,0.016,0.639112052,0,0.054776305,0.035008197,0
1928377_LU0003_LU0003_LXEUR,LU0003 CWL 2006-4 2A3 MBS VAR 25.07.2036 LU0003_LXEUR_1928377_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,93.53075073,0.068489183,1,Type 1 Securitization,1,1,0.016,0,0.016,1.496492012,0,0.054776305,0.081972303,0
4165718_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WHQ1 M4 ABS FLOAT 25.03.35 LU0003_LXEUR_4165718_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,190.4601267,0.068492462,1,Type 1 Securitization,1,1,0.016,0,0.016,3.047362027,0,0.054776305,0.166923232,0
7175530_LU0003_LU0003_LXEUR,LU0003 RAAC 2005-RP2 M3 MBS VAR 25.06.2035 LU0003_LXEUR_7175530_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,9.942483182,0.068496041,1,Type 1 Securitization,1,1,0.01,0,0.01,0.099424832,0,0.054776305,0.005446125,0
1928008_LU0003_LU0003_LXEUR,LU0003 AMSI 2005-R7 M2 MBS VAR 25.09.2035 LU0003_LXEUR_1928008_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,557.0434667,0.068492225,1,Type 1 Securitization,1,1,0.016,0,0.016,8.912695467,0,0.054776305,0.488204525,0
14504604,FN AL5548 MBS VAR 01.05.2038_14504604,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,18.19807415,0.137389518,1,Type 1 Securitization,1,1,0.01,0,0.01,0.181980742,0,0.054776305,0.009968233,0
1928968_LU0003_LU0003_LXEUR,LU0003 MSAC 2006-WMC1 A2C MBS VAR 25.12.2035 LU0003_LXEUR_1928968_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,263.4980049,0.06849395,1,Type 1 Securitization,1,1,0.016,0,0.016,4.215968079,0,0.054776305,0.230935153,0
4122074_LU0003_LU0003_LXEUR,LU0003 BSABS 2006-SD2 M1 MBS VAR 25.06.2036 LU0003_LXEUR_4122074_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,61.91471987,0.068492353,1,Type 1 Securitization,1,1,0.016,0,0.016,0.990635518,0,0.054776305,0.054263353,0
4165718_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WHQ1 M4 ABS FLOAT 25.03.35 LU0003_LXEUR_4165718_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,89.79444345,0.068492462,1,Type 1 Securitization,1,1,0.016,0,0.016,1.436711095,0,0.054776305,0.078697725,0
22554600,MCMLT 2017-2 A1 MBS FIX 2.750% 25.07.2059_22554600,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,138.5814305,3.256970752,3.256970752,Type 1 Securitization,1,3.256970752,0.01,0,0.032569708,4.513556659,0,0.054776305,0.247235956,0
1928752_LU0003_LU0003_LXEUR,LU0003 LBMLT 2005-WL3 M1 MBS VAR 25.11.2035 LU0003_LXEUR_1928752_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,81.0051983,0.068491338,1,Type 1 Securitization,1,1,0.028,0,0.028,2.268145552,0,0.054776305,0.124240632,0
4172301,FFML 2005-FF9 A4 MBS VAR 25.10.2035_4172301,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,406.1345137,0.068493328,1,Type 1 Securitization,1,1,0.028,0,0.028,11.37176638,0,0.054776305,0.622903343,0
3870714_LU0003_LU0003_LXEUR,LU0003 RAAC 2007-SP3 A1 MBS VAR 25.09.2047 LU0003_LXEUR_3870714_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,76.43326764,0.073664814,1,Type 1 Securitization,1,1,0.012,0,0.012,0.917199212,0,0.054776305,0.050240784,0
16974047,GFORT 2018-4 A2 ABS VAR 15.09.2023_16974047,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2050.699332,0.041747705,1,Type 1 Securitization,1,1,0.01,0,0.01,20.50699332,0,0.054776305,1.12329732,0
4172301,FFML 2005-FF9 A4 MBS VAR 25.10.2035_4172301,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,191.4764169,0.068493328,1,Type 1 Securitization,1,1,0.028,0,0.028,5.361339674,0,0.054776305,0.293674377,0
1928277_LU0003_LU0003_LXEUR,LU0003 CWL 2006-1 AV3 MBS VAR 25.07.2036 LU0003_LXEUR_1928277_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,9.804899658,0.068493229,1,Type 1 Securitization,1,1,0.016,0,0.016,0.156878395,0,0.054776305,0.008593219,0
22554288,FINA 2004-2 M1 MBS VAR 25.08.2034_22554288,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,165.8835584,0.068490026,1,Type 1 Securitization,1,1,0.028,0,0.028,4.644739635,0,0.054776305,0.254421675,0
7196979_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-SP1 M1 MBS VAR 25.09.2045 LU0003_LXEUR_7196979_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,70.10961117,0.068491357,1,Type 1 Securitization,1,1,0.028,0,0.028,1.963069113,0,0.054776305,0.107529672,0
1928752_LU0003_LU0003_LXEUR,LU0003 LBMLT 2005-WL3 M1 MBS VAR 25.11.2035 LU0003_LXEUR_1928752_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,171.8175395,0.068491338,1,Type 1 Securitization,1,1,0.028,0,0.028,4.810891105,0,0.054776305,0.263522838,0
15341920,TPMT 2018-3 A1 MBS FIX 3.750% 25.05.2058_15341920,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1348.377183,3.860501705,3.860501705,Type 1 Securitization,1,3.860501705,0.01,0,0.038605017,52.05412413,0,0.054776305,2.851332578,0
16974047,GFORT 2018-4 A2 ABS VAR 15.09.2023_16974047,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,966.8239144,0.041747705,1,Type 1 Securitization,1,1,0.01,0,0.01,9.668239144,0,0.054776305,0.529590416,0
7313749_LU0003_LU0003_LXEUR,LU0003 SASC 2006-WF3 M1 MBS VAR 25.09.2036 LU0003_LXEUR_7313749_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,74.52692953,0.066793469,1,Type 1 Securitization,1,1,0.012,0,0.012,0.894323154,0,0.054776305,0.048987718,0
1921309_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R5 M1 MBS VAR 25.07.2034 LU0003_LXEUR_1921309_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,280.1508945,0.068496879,1,Type 1 Securitization,1,1,0.016,0,0.016,4.482414311,0,0.054776305,0.245530093,0
7175530_LU0003_LU0003_LXEUR,LU0003 RAAC 2005-RP2 M3 MBS VAR 25.06.2035 LU0003_LXEUR_7175530_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,21.0886836,0.068496041,1,Type 1 Securitization,1,1,0.01,0,0.01,0.210886836,0,0.054776305,0.011551602,0
7196979_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-SP1 M1 MBS VAR 25.09.2045 LU0003_LXEUR_7196979_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,148.7072575,0.068491357,1,Type 1 Securitization,1,1,0.028,0,0.028,4.16380321,0,0.054776305,0.228077754,0
4279957,GEWMC 2005-2 A2C MBS VAR 25.12.2035_4279957,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,22.64015499,0.068494818,1,Type 1 Securitization,1,1,0.016,0,0.016,0.36224248,0,0.054776305,0.019842305,0
7217343_LU0003_LU0003_LXEUR,LU0003 CMLTI 2006-SHL1 M1 MBS VAR 25.11.2045 LU0003_LXEUR_7217343_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,81.34593466,0.068497816,1,Type 1 Securitization,1,1,0.016,0,0.016,1.301534955,0,0.054776305,0.071293276,0
7069332_LU0003_LU0003_LXEUR,LU0003 POPLR 2006-D A3 MBS VAR 25.11.2036 LU0003_LXEUR_7069332_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,104.4426725,0.060550859,1,Type 1 Securitization,1,1,0.028,0,0.028,2.924394829,0,0.054776305,0.160187543,0
15510671,CFII 2018-2A A1 ABS FIX 3.230% 15.08.2030_15510671,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,56.30007986,0.125803635,1,Type 1 Securitization,1,1,0.01,0,0.01,0.563000799,0,0.054776305,0.030839103,0
7313749_LU0003_LU0003_LXEUR,LU0003 SASC 2006-WF3 M1 MBS VAR 25.09.2036 LU0003_LXEUR_7313749_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,158.0766904,0.066793469,1,Type 1 Securitization,1,1,0.012,0,0.012,1.896920285,0,0.054776305,0.103906284,0
1921847_LU0003_LU0003_LXEUR,LU0003 SAIL 2004-8 M1 MBS VAR 25.09.2034 LU0003_LXEUR_1921847_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,67.04971152,0.068495094,1,Type 1 Securitization,1,1,0.028,0,0.028,1.877391923,0,0.054776305,0.102836592,0
12488134,CCCIT 2017-A5 A5 ABS VAR 22.04.2026_12488134,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,461.0307602,0.064203664,1,Type 1 Securitization,1,1,0.01,0,0.01,4.610307602,0,0.054776305,0.252535615,0
4279957,GEWMC 2005-2 A2C MBS VAR 25.12.2035_4279957,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,48.0213098,0.068494818,1,Type 1 Securitization,1,1,0.016,0,0.016,0.768340957,0,0.054776305,0.042086879,0
22554600,MCMLT 2017-2 A1 MBS FIX 2.750% 25.07.2059_22554600,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,293.9406471,3.256970752,3.256970752,Type 1 Securitization,1,3.256970752,0.01,0,0.032569708,9.573560903,0,0.054776305,0.524404292,0
22554345,FN AL7090 MBS VAR 01.10.2037_22554345,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,30.132607,0.069419302,1,Type 1 Securitization,1,1,0.01,0,0.01,0.30132607,0,0.054776305,0.016505529,0
6181983_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R9 M3 MBS VAR 25.10.2034 LU0003_LXEUR_6181983_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,264.8553633,0.068490517,1,Type 1 Securitization,1,1,0.028,0,0.028,7.415950172,0,0.054776305,0.406218348,0
14504601,FN AL7183 MBS VAR 01.01.2036_14504601,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,255.4294101,0.155760862,1,Type 1 Securitization,1,1,0.01,0,0.01,2.554294101,0,0.054776305,0.139914793,0
4455214_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-SP3 M1 MBS VAR 25.08.2036 LU0003_LXEUR_4455214_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,78.84048199,0.068494319,1,Type 1 Securitization,1,1,0.012,0,0.012,0.946085784,0,0.054776305,0.051823083,0
482236_LU0003_LU0003_LXEUR,LU0003 CFAB 2002-2 1A5 MBS STEP 6.333% 25.04.2032 LU0003_LXEUR_482236_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,270.0052579,0.068492493,1,Type 1 Securitization,1,1,0.028,0,0.028,7.560147221,0,0.054776305,0.41411693,0
7051864_LU0003_LU0003_LXEUR,LU0003 JPMAC 2007-CH2 MV1 MBS VAR 25.01.2037 LU0003_LXEUR_7051864_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,166.5500491,0.066513287,1,Type 1 Securitization,1,1,0.028,0,0.028,4.663401376,0,0.054776305,0.255443896,0
6058800_LU0003_LU0003_LXEUR,LU0003 MLMI 2005-FM1 M1 MBS VAR 25.05.2036 LU0003_LXEUR_6058800_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,74.12932294,0.068494691,1,Type 1 Securitization,1,1,0.028,0,0.028,2.075621042,0,0.054776305,0.113694851,0
