Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
8452273,BUNDESREPUB. DEUTSCHLAND ZERO 04.07.2038_8452273,RC630,RC630,,LU0003_LXCLA,PROFIT_PART,AAA,0,688912.0026,16.59302216,16.59302216,EEA Sovereign Bond,4,1.593022161,0,0,0,0,0,0.133433171,0,0
147343,BONOS Y OBLIG DEL ESTADO FIX 6.000% 31.01.2029_147343,RC630,RC630,,LU0003_LXCLA,PROFIT_PART,A,2,5866765.137,5.940590763,5.940590763,EEA Sovereign Bond,2,0.940590763,0,0,0,0,0,0.133433171,0,0
2402965,BELGIUM BE-STRIP MR35 ZERO 28.03.2033_2402965,RC630,RC630,,LU0003_LXCLA,PROFIT_PART,AA,1,3861159.973,11.27030064,11.27030064,EEA Sovereign Bond,3,1.27030064,0,0,0,0,0,0.133433171,0,0
519065,BELGIUM KINGDOM 48 FIX 4.000% 28.03.2022_519065,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,520687.8662,0.238356367,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
CASH_EUR,CASH_EUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,5.17764,0,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
2999108,BELGIUM KINGDOM 64 FIX 4.500% 28.03.2026_2999108,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,1246273.956,3.878066835,3.878066835,EEA Sovereign Bond,1,3.878066835,0,0,0,0,0,0.063252303,0,0
25094578_LU0003_LU0003_LXEUR,LU0003 FRENCH DISCOUNT T-BILL BN8219394_IE00BK9YL094_EUR LU0003_LXEUR_25094578_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,164.8957235,0.071232097,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
CASH_EUR,CASH_EUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,10.98212687,0,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
25960956_LU0003_LU0003_LXEUR,LU0003 GERMAN TREASURY BILL BP1302853_IE00B5ZR2157_EUR LU0003_LXEUR_25960956_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,14.71278486,0.304111266,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
25094578_LU0003_LU0003_LXEUR,LU0003 FRENCH DISCOUNT T-BILL BN8219394_IE00BK9YL094_EUR LU0003_LXEUR_25094578_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,349.7550535,0.071232097,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
25960956_LU0003_LU0003_LXEUR,LU0003 GERMAN TREASURY BILL BP1302853_IE00B5ZR2157_EUR LU0003_LXEUR_25960956_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,31.20681815,0.304111266,1,EEA Sovereign Bond,1,1,0,0,0,0,0,0.063252303,0,0
262358,BUNDESREPUB. DEUTSCHLAND 03 FIX 4.750% 04.07.2034_262358,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2785956.078,10.24645083,10.24645083,EEA Sovereign Bond,3,0.246450828,0,0,0,0,0,0.063252303,0,0
