Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Securitization category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
482236_LU0003_LU0003_LXEUR,LU0003 CFAB 2002-2 1A5 MBS STEP 6.333% 25.04.2032 LU0003_LXEUR_482236_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,129.9392214,0.068494986,1,Type 1 Securitization,1,1,0.016,0,0.016,2.079027543,0,0.063252303,0.131503281,0
4122074_LU0003_LU0003_LXEUR,LU0003 BSABS 2006-SD2 M1 MBS VAR 25.06.2036 LU0003_LXEUR_4122074_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,92.73464999,0.06849515,1,Type 1 Securitization,1,1,0.016,0,0.016,1.4837544,0,0.063252303,0.093850883,0
7116524_LU0003_LU0003_LXEUR,LU0003 SASC 2007-WF2 A3 MBS VAR 25.08.2037 LU0003_LXEUR_7116524_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,104.8474397,0.07087021,1,Type 1 Securitization,1,1,0.016,0,0.016,1.677559035,0,0.063252303,0.106109473,0
14071393,CITM 2007-1 1A MBS VAR 25.10.2037_14071393,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,2933.911861,0.070451433,1,Type 1 Securitization,1,1,0.028,0,0.028,82.14953212,0,0.063252303,5.196147127,0
4370375_LU0003_LU0003_LXEUR,LU0003 JPMAC 2007-CH5 A5 MBS VAR 25.06.2037 LU0003_LXEUR_4370375_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,625.1395711,0.060727816,1,Type 1 Securitization,1,1,0.012,0,0.012,7.501674853,0,0.063252303,0.474498214,0
1921342_LU0003_LU0003_LXEUR,LU0003 ARC 2004-1 A5 MBS VAR 25.10.2034 LU0003_LXEUR_1921342_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,121.8387763,0.068490265,1,Type 1 Securitization,1,1,0.016,0,0.016,1.949420421,0,0.063252303,0.123305332,0
15341920,TPMT 2018-3 A1 MBS FIX 3.750% 25.05.2058_15341920,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,3201.243472,3.640880309,3.640880309,Type 1 Securitization,1,3.640880309,0.01,0,0.036408803,116.5534432,0,0.063252303,7.372273747,0
4455214_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-SP3 M1 MBS VAR 25.08.2036 LU0003_LXEUR_4455214_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,113.5931607,0.068494667,1,Type 1 Securitization,1,1,0.012,0,0.012,1.363117928,0,0.063252303,0.086220349,0
1928377_LU0003_LU0003_LXEUR,LU0003 CWL 2006-4 2A3 MBS VAR 25.07.2036 LU0003_LXEUR_1928377_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,76.69788295,0.082428902,1,Type 1 Securitization,1,1,0.012,0,0.012,0.920374595,0,0.063252303,0.058215813,0
1921392_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WHQ1 M2 MBS VAR 25.09.2034 LU0003_LXEUR_1921392_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,203.0432948,0.068496735,1,Type 1 Securitization,1,1,0.016,0,0.016,3.248692717,0,0.063252303,0.205487297,0
7116524_LU0003_LU0003_LXEUR,LU0003 SASC 2007-WF2 A3 MBS VAR 25.08.2037 LU0003_LXEUR_7116524_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,49.43143565,0.07087021,1,Type 1 Securitization,1,1,0.016,0,0.016,0.79090297,0,0.063252303,0.050026435,0
1921392_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WHQ1 M2 MBS VAR 25.09.2034 LU0003_LXEUR_1921392_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,95.7269113,0.068496735,1,Type 1 Securitization,1,1,0.016,0,0.016,1.531630581,0,0.063252303,0.096879162,0
1929090_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WCW2 M2 MBS VAR 25.07.2035 LU0003_LXEUR_1929090_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,133.8911193,0.068494605,1,Type 1 Securitization,1,1,0.028,0,0.028,3.748951339,0,0.063252303,0.237129807,0
14504601,FN AL7183 MBS VAR 01.01.2036_14504601,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,237.0206809,0.099403382,1,Type 1 Securitization,1,1,0.01,0,0.01,2.370206809,0,0.063252303,0.14992104,0
1921847_LU0003_LU0003_LXEUR,LU0003 SAIL 2004-8 M1 MBS VAR 25.09.2034 LU0003_LXEUR_1921847_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,33.4380645,0.068496583,1,Type 1 Securitization,1,1,0.028,0,0.028,0.936265806,0,0.063252303,0.059220969,0
4279957,GEWMC 2005-2 A2C MBS VAR 25.12.2035_4279957,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,8.197728547,0.073283157,1,Type 1 Securitization,1,1,0.016,0,0.016,0.131163657,0,0.063252303,0.008296403,0
1928008_LU0003_LU0003_LXEUR,LU0003 AMSI 2005-R7 M2 MBS VAR 25.09.2035 LU0003_LXEUR_1928008_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,278.1560652,0.068491471,1,Type 1 Securitization,1,1,0.016,0,0.016,4.450497044,0,0.063252303,0.281504189,0
1921309_LU0003_LU0003_LXEUR,LU0003 AMSI 2004-R5 M1 MBS VAR 25.07.2034 LU0003_LXEUR_1921309_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,278.1561037,0.068492527,1,Type 1 Securitization,1,1,0.016,0,0.016,4.450497659,0,0.063252303,0.281504228,0
6981536_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-RP1 M2 MBS VAR 25.10.2045 LU0003_LXEUR_6981536_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,67.26801791,0.06849404,1,Type 1 Securitization,1,1,0.016,0,0.016,1.076288286,0,0.063252303,0.068077713,0
7223154_LU0003_LU0003_LXEUR,LU0003 SAIL 2003-BC6 M1 MBS VAR 25.07.2033 LU0003_LXEUR_7223154_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,19.15421011,0.068495439,1,Type 1 Securitization,1,1,0.016,0,0.016,0.306467362,0,0.063252303,0.019384767,0
13321999,TPMT 2017-4 A1 MBS FIX 2.750% 25.06.2057_13321999,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1189.861624,4.001912921,4.001912921,Type 1 Securitization,1,4.001912921,0.01,0,0.040019129,47.61722607,0,0.063252303,3.011899229,0
6058800_LU0003_LU0003_LXEUR,LU0003 MLMI 2005-FM1 M1 MBS VAR 25.05.2036 LU0003_LXEUR_6058800_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,76.50461432,0.068494665,1,Type 1 Securitization,1,1,0.028,0,0.028,2.142129201,0,0.063252303,0.135494606,0
22554600,MCMLT 2017-2 A1 MBS FIX 2.750% 25.07.2059_22554600,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,290.9730608,3.99994527,3.99994527,Type 1 Securitization,1,3.99994527,0.01,0,0.039999453,11.63876318,0,0.063252303,0.73617858,0
482623_LU0003_LU0003_LXEUR,LU0003 CWL 2005-4 AF6 MBS FIX 4.740% 25.10.2035 LU0003_LXEUR_482623_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,0.735652584,0.068490331,1,Type 1 Securitization,1,1,0.01,0,0.01,0.007356526,0,0.063252303,0.000465317,0
4172301,FFML 2005-FF9 A4 MBS VAR 25.10.2035_4172301,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,166.5947977,0.06849531,1,Type 1 Securitization,1,1,0.016,0,0.016,2.665516763,0,0.063252303,0.168600075,0
1928752_LU0003_LU0003_LXEUR,LU0003 LBMLT 2005-WL3 M1 MBS VAR 25.11.2035 LU0003_LXEUR_1928752_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,165.4429863,0.068498083,1,Type 1 Securitization,1,1,0.028,0,0.028,4.632403616,0,0.063252303,0.293010199,0
22554568,SAIL 2004-8 A1 MBS VAR 25.09.2034_22554568,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,438.3630135,0.068492407,1,Type 1 Securitization,1,1,0.012,0,0.012,5.260356162,0,0.063252303,0.332729644,0
6313452_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WCH1 M4 MBS VAR 25.01.2036 LU0003_LXEUR_6313452_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,215.2131661,0.068492392,1,Type 1 Securitization,1,1,0.016,0,0.016,3.443410658,0,0.063252303,0.217803656,0
6987699_LU0003_LU0003_LXEUR,LU0003 SAIL 2004-7 A7 MBS VAR 25.08.2034 LU0003_LXEUR_6987699_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,4.930329101,0.068490627,1,Type 1 Securitization,1,1,0.016,0,0.016,0.078885266,0,0.063252303,0.004989675,0
7313749_LU0003_LU0003_LXEUR,LU0003 SASC 2006-WF3 M1 MBS VAR 25.09.2036 LU0003_LXEUR_7313749_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,135.1003393,0.067646635,1,Type 1 Securitization,1,1,0.012,0,0.012,1.621204072,0,0.063252303,0.102544892,0
22554298,FG G08831 MBS FIX 4.000% 01.08.2048_22554298,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,601.8485414,2.516619593,2.516619593,Type 1 Securitization,1,2.516619593,0.01,0,0.025166196,15.14623831,0,0.063252303,0.958034461,0
