Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Securitization category,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
781753,BALTA 2005-7 22A1 CMO VAR 25.09.2035_781753,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,67.80289781,0.068496505,1,Other Securitization,1,67.80289781,0,0.063252303,4.288689462,0
2202464_LU0003_LU0003_LXEUR,LU0003 CWHL 2006-9 A1 CMO FIX 6.000% 25.05.2036 LU0003_LXEUR_2202464_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,112.7680159,0.068495866,1,Other Securitization,1,112.7680159,0,0.063252303,7.132836751,0
6088117_LU0003_LU0003_LXEUR,LU0003 MABS 2005-OPT1 M3 MBS VAR 25.03.2035 LU0003_LXEUR_6088117_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,81.23471711,0.068493974,1,Other Securitization,0.197,16.00323927,0,0.063252303,1.012241745,0
22554511,COMM 2013-CR6 A3FL MBS VAR 10.03.2046_22554511,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,36.1431389,0.027603851,1,Other Securitization,0.125,4.517892363,0,0.063252303,0.285767098,0
4678851_LU0003_LU0003_LXEUR,LU0003 BSABS 2005-SD1 2M2 MBS VAR 25.01.2045 LU0003_LXEUR_4678851_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,173.275045,0.068492165,1,Other Securitization,1,173.275045,0,0.063252303,10.96004572,0
1928412_LU0003_LU0003_LXEUR,LU0003 CWL 2006-BC5 2A3 ABS FLOAT 25.03.37 LU0003_LXEUR_1928412_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,0.671853625,0.078433559,1,Other Securitization,1,0.671853625,0,0.063252303,0.042496289,0
16974604,FHR 4344 FA CMO VAR 15.12.2037_16974604,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,59.10199364,0.060201473,1,Other Securitization,0.125,7.387749205,0,0.063252303,0.467292154,0
23531123_LU0003_LU0003_LXEUR,LU0003 BRASS 8X A1 3MUSD+70BP CX2I0B018__USD LU0003_LXEUR_23531123_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,733.0860762,0.255638981,1,Other Securitization,1,733.0860762,0,0.063252303,46.36938289,0
2734372_LU0003_LU0003_LXEUR,LU0003 WMALT 2005-3 1CB3 CMO VAR 25.05.2035 LU0003_LXEUR_2734372_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,137.2790281,0.068491302,1,Other Securitization,1,137.2790281,0,0.063252303,8.683214733,0
4228575_LU0003_LU0003_LXEUR,LU0003 CWALT 2006-19CB A3 CMO VAR 25.08.2036 LU0003_LXEUR_4228575_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,182.3243833,0.068491683,1,Other Securitization,1,182.3243833,0,0.063252303,11.5324372,0
22554306_LU0003_LU0003_LXEUR,LU0003 VOYE 1A A CDO VAR 15.10.2030 LU0003_LXEUR_22554306_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,3203.350711,0.041093286,1,Other Securitization,0.125,400.4188389,0,0.063252303,25.32741387,0
24748733,GNR 2021-97 FA CMO VAR 20.06.2051_24748733,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,8815.214249,0.083933317,1,Other Securitization,1,8815.214249,0,0.063252303,557.582606,0
6181997_LU0003_LU0003_LXEUR,LU0003 MSM 2006-3AR 1A3 CMO VAR 25.03.2036 LU0003_LXEUR_6181997_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,29.2219096,0.068491352,1,Other Securitization,1,29.2219096,0,0.063252303,1.848353091,0
4172309_LU0003_LU0003_LXEUR,LU0003 PCHLT 2005-1 M4 MBS VAR 25.01.2035 LU0003_LXEUR_4172309_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,522.894949,0.068492664,1,Other Securitization,1,522.894949,0,0.063252303,33.07430995,0
8364977,NAVSL 2015-AA A2A ABS FIX 2.650% 15.12.2028_8364977,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,437.4705406,6.43298101,6.43298101,Other Securitization,0.125,351.77996,0,0.063252303,22.25089275,0
22623706,EMLT 2004-2 M7 MBS VAR 25.10.2034_22623706,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,113.4024281,0.068493244,1,Other Securitization,1,113.4024281,0,0.063252303,7.172964783,0
7379414_LU0003_LU0003_LXEUR,LU0003 RASC 2005-EMX5 A3 MBS VAR 25.12.2035 LU0003_LXEUR_7379414_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,C,6,108.4290814,0.068490828,1,Other Securitization,1,108.4290814,0,0.063252303,6.858389153,0
22623681,FFML 2006-FF5 2A5 MBS ZERO 25.04.2036_22623681,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,895.450198,0.06849455,1,Other Securitization,0.82,734.2691623,0,0.063252303,46.44421581,0
20113247,GNR 2020-17 EU CMO FIX 2.500% 20.10.2049_20113247,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,167.5484732,3.130677492,3.130677492,Other Securitization,1,167.5484732,0,0.063252303,10.59782686,0
25094370_LU0003_LU0003_LXEUR,LU0003 G2 785540 MBS VAR 20.05.2071 LU0003_LXEUR_25094370_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,909.3594402,0.367817615,1,Other Securitization,1,909.3594402,0,0.063252303,57.51907919,0
22623645,SMB 2016-B A2B ABS VAR 17.02.2032_22623645,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,47.39434163,0.062298422,1,Other Securitization,0.125,5.924292704,0,0.063252303,0.374725159,0
18850582,FSQ 2019-3 A CMO VAR 16.12.2069_18850582,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1535.401896,0.209353556,1,Other Securitization,0.125,191.925237,0,0.063252303,12.13971332,0
5036233_LU0003_LU0003_LXEUR,LU0003 CWHL 2007-HY5 2A1 CMO VAR 25.09.2037 LU0003_LXEUR_5036233_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,63.60450418,0.068486658,1,Other Securitization,1,63.60450418,0,0.063252303,4.023131394,0
22062045_LU0003_LU0003_LXEUR,LU0003 CANBY 3 A1 SONIA1M + 100BP CM0H12015__GBP LU0003_LXEUR_22062045_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,6.39777519,30.30293133,30.30293133,Other Securitization,1,6.39777519,0,0.063252303,0.404674017,0
4530809_LU0003_LU0003_LXEUR,LU0003 NHEL 2007-1 A2B MBS VAR 25.03.2037 LU0003_LXEUR_4530809_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,356.9718528,-0.536834353,1,Other Securitization,1,356.9718528,0,0.063252303,22.57929193,0
26192774_LU0003_LU0003_LXEUR,LU0003 T-MOBILE NETHERLANDS TL B 1L BL3769256_IE00B0C18065_EUR LU0003_LXEUR_26192774_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,125088.3825,6.893121563,6.893121563,Other Securitization,1,125088.3825,0,0.063252303,7912.128319,0
11298582_LU0003_LU0003_LXEUR,LU0003 WMHE 2007-HE1 1A MBS VAR 25.01.2037 LU0003_LXEUR_11298582_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,1348.216275,0.024858914,1,Other Securitization,1,1348.216275,0,0.063252303,85.27778484,0
22623667,GNR 2016-H07 FK CMO VAR 20.03.2066_22623667,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,81.74168802,0.108997973,1,Other Securitization,1,81.74168802,0,0.063252303,5.170350049,0
845953_LU0003_LU0003_LXEUR,LU0003 BSSP 2007-R6 1A1 CMO VAR 26.01.2036 LU0003_LXEUR_845953_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,64.91573993,-1.124164449,1,Other Securitization,1,64.91573993,0,0.063252303,4.106070076,0
19863506,FHR 4903 F CMO VAR 15.09.2048_19863506,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,115.1508124,0.073149057,1,Other Securitization,0.125,14.39385155,0,0.063252303,0.910444265,0
25094432_LU0003_LU0003_LXEUR,LU0003 JPMF 2020-1 A 3MEUR + 100BP CX2B72016_IE00B5ZR2157_EUR LU0003_LXEUR_25094432_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,0.669210436,0.245154978,1,Other Securitization,1,0.669210436,0,0.063252303,0.042329102,0
22623646,EFSV 2010-1 A2 ABS VAR 25.10.2035_22623646,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,40.38613673,0.081576037,1,Other Securitization,0.125,5.048267091,0,0.063252303,0.319314522,0
4286379_LU0003_LU0003_LXEUR,LU0003 CWHL 2005-2 2A3 CMO FLOAT 25.03.35 LU0003_LXEUR_4286379_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,33.60360872,0.068494213,1,Other Securitization,1,33.60360872,0,0.063252303,2.125505653,0
2644493_LU0003_LU0003_LXEUR,LU0003 G2 80344 MBS VAR 20.11.2029 LU0003_LXEUR_2644493_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,0.333730982,0.136590368,1,Other Securitization,1,0.333730982,0,0.063252303,0.021109253,0
20113537_LU0003_LU0003_LXEUR,LU0003 CSF 2019-1 A SONIA + 110BP CX2KDE013_IE00B5ZR2157_GBP LU0003_LXEUR_20113537_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,3.839773642,25.6164889,25.6164889,Other Securitization,1,3.839773642,0,0.063252303,0.242874527,0
4370376_LU0003_LU0003_LXEUR,LU0003 OOMLT 2007-3 2A2 MBS VAR 25.04.2037 LU0003_LXEUR_4370376_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,187.60886,-0.757772338,1,Other Securitization,1,187.60886,0,0.063252303,11.86669253,0
845953_LU0003_LU0003_LXEUR,LU0003 BSSP 2007-R6 1A1 CMO VAR 26.01.2036 LU0003_LXEUR_845953_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,137.6907031,-1.124164449,1,Other Securitization,1,137.6907031,0,0.063252303,8.709254122,0
11491329,HILT 2016-SFP A MBS FIX 2.828% 05.11.2035_11491329,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,546.2217365,1.792262999,1.792262999,Other Securitization,0.125,122.3716259,0,0.063252303,7.740287207,0
4541117_LU0003_LU0003_LXEUR,LU0003 SASC 2006-BC5 A4 MBS VAR 25.12.2036 LU0003_LXEUR_4541117_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,132.4776242,0.068491512,1,Other Securitization,1,132.4776242,0,0.063252303,8.379514876,0
2931235_LU0003_LU0003_LXEUR,LU0003 CSFB 2005-12 8A1 CMO FIX 6.000% 25.01.2036 LU0003_LXEUR_2931235_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,124.28632,0.068491263,1,Other Securitization,1,124.28632,0,0.063252303,7.861396018,0
4577930_LU0003_LU0003_LXEUR,LU0003 WMALT 2005-9 2A2 CMO FIX 5.500% 25.11.2035 LU0003_LXEUR_4577930_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,184.9488648,0.068493294,1,Other Securitization,1,184.9488648,0,0.063252303,11.6984417,0
18423530,FNR 2019-47 FD CMO VAR 25.08.2049_18423530,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,957.4749864,0.08055986,1,Other Securitization,0.125,119.6843733,0,0.063252303,7.570312289,0
4553867_LU0003_LU0003_LXEUR,LU0003 GSR 2006-2F 2A13 CMO FIX 5.750% 25.02.2036 LU0003_LXEUR_4553867_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,126.4067763,7.979397791,7.979397791,Other Securitization,1,126.4067763,0,0.063252303,7.995519763,0
23531148_LU0003_LU0003_LXEUR,LU0003 BECLO 7X AR 3MEUR + 62BP CMED01228_IE00B0C18065_EUR LU0003_LXEUR_23531148_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,16105.97332,9.509661442,9.509661442,Other Securitization,1,16105.97332,0,0.063252303,1018.739911,0
20113311_LU0003_LU0003_LXEUR,LU0003 FACT 2018-1 A 1MEUR + 50BP CX203G013_IE00B5ZR2157_EUR LU0003_LXEUR_20113311_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,2.721418665,3.891391511,3.891391511,Other Securitization,1,2.721418665,0,0.063252303,0.172135999,0
16974605,FHR 4367 GF CMO VAR 15.03.2037_16974605,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,640.8493508,0.025773187,1,Other Securitization,0.125,80.10616885,0,0.063252303,5.066899694,0
1929194_LU0003_LU0003_LXEUR,LU0003 RASC 2007-KS3 AI3 MBS VAR 25.04.2037 LU0003_LXEUR_1929194_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,249.1364558,0.069471114,1,Other Securitization,1,249.1364558,0,0.063252303,15.75845468,0
2931241_LU0003_LU0003_LXEUR,LU0003 FHASI 2005-AR4 4A1 CMO VAR 25.09.2035 LU0003_LXEUR_2931241_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,B,5,412.4871679,0.068494161,1,Other Securitization,1,412.4871679,0,0.063252303,26.09076348,0
20113229_LU0003_LU0003_LXEUR,LU0003 BCJAF 10 A2 3MEUR+12 05536A9J0_IE00B5ZR2157_EUR LU0003_LXEUR_20113229_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,0.099535776,28.79187166,28.79187166,Other Securitization,1,0.099535776,0,0.063252303,0.006295867,0
16974526_LU0003_LU0003_LXEUR,LU0003 ILFC DELOS FINANCE SARL TL B BL2645325_IE00B3D1YW09_USD LU0003_LXEUR_16974526_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,283.6599283,1.764474801,1.764474801,Other Securitization,1,283.6599283,0,0.063252303,17.94214384,0
2923109_LU0003_LU0003_LXEUR,LU0003 CWALT 2005-J1 3A1 CMO FIX 6.500% 25.08.2032 LU0003_LXEUR_2923109_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CCC,6,15.611504,0.068496119,1,Other Securitization,1,15.611504,0,0.063252303,0.987463587,0
22554140,FNR 2017-95 FA CMO VAR 25.11.2047_22554140,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,440.9461652,0.016794607,1,Other Securitization,0.125,55.11827065,0,0.063252303,3.486357576,0
25428212_LU0003_LU0003_LXEUR,LU0003 SUMMER BC HOLDCO B SARL BL3676741_IE00B0C18065_EUR LU0003_LXEUR_25428212_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,7480.704723,4.930765292,4.930765292,Other Securitization,1,7480.704723,0,0.063252303,473.1718046,0
22554301_LU0003_LU0003_LXEUR,LU0003 TURBF 9 A SONIA1M + 83BP CX27Q2014_IE00BMTRWY37_GBP LU0003_LXEUR_22554301_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,1.340598754,6.457431729,6.457431729,Other Securitization,1,1.340598754,0,0.063252303,0.084795959,0
15176542,JPMCC 2018-PHH A MBS VAR 15.06.2035_15176542,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,267.3463603,0.029370436,1,Other Securitization,0.125,33.41829504,0,0.063252303,2.113784136,0
7065942,FNR 2005-105 F CMO VAR 25.12.2035_7065942,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,0.390922032,0.036342568,1,Other Securitization,0.125,0.048865254,0,0.063252303,0.00309084,0
784322_LU0003_LU0003_LXEUR,LU0003 WAMU 2003-AR5 A7 CMO VAR 25.06.2033 LU0003_LXEUR_784322_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,53.61738563,0.068495226,1,Other Securitization,0.197,10.56262497,0,0.063252303,0.668110359,0
22554340_LU0003_LU0003_LXEUR,LU0003 ALTICE FINANCING SA TL B BL2389221_IE00B0C18065_USD LU0003_LXEUR_22554340_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,2512.104561,3.540464711,3.540464711,Other Securitization,1,2512.104561,0,0.063252303,158.8963998,0
4739872_LU0003_LU0003_LXEUR,LU0003 CWALT 2006-36T2 1A7 CMO FLOAT 25.12.36 LU0003_LXEUR_4739872_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,113.0136429,0.056074228,1,Other Securitization,1,113.0136429,0,0.063252303,7.148373228,0
4954056_LU0003_LU0003_LXEUR,LU0003 SEMT 2004-9 A1 CMO VAR 20.10.2034 LU0003_LXEUR_4954056_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,78.48447216,0.054788935,1,Other Securitization,0.197,15.46144102,0,0.063252303,0.977971758,0
1928303_LU0003_LU0003_LXEUR,LU0003 CWL 2006-17 2A2 MBS VAR 25.03.2047 LU0003_LXEUR_1928303_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,D,6,721.5604752,0.066663235,1,Other Securitization,1,721.5604752,0,0.063252303,45.64036208,0
23531180_LU0003_LU0003_LXEUR,LU0003 CONNECT FINCO SARL BL3543891_IE00B0C18065_USD LU0003_LXEUR_23531180_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,10273.92297,4.949961361,4.949961361,Other Securitization,1,10273.92297,0,0.063252303,649.8492924,0
1921231_LU0003_LU0003_LXEUR,LU0003 MSAC 2005-NC1 M2 MBS VAR 25.01.2035 LU0003_LXEUR_1921231_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,1764.902445,0.068491029,1,Other Securitization,0.82,1447.220005,0,0.063252303,91.53999878,0
1929122_LU0003_LU0003_LXEUR,LU0003 RASC 2004-KS11 M1 MBS VAR 25.12.2034 LU0003_LXEUR_1929122_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,17.1621328,0.068495678,1,Other Securitization,0.166,2.848914045,0,0.063252303,0.180200375,0
16974684,GNR 2015-H32 FA CMO VAR 20.12.2065_16974684,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,536.7856859,0.068630537,1,Other Securitization,1,536.7856859,0,0.063252303,33.95293105,0
23531158_LU0003_LU0003_LXEUR,LU0003 STRA 2021-1 A SONIA3M IR +85BP CX2M2B017_IE00B5ZR2157_GBP LU0003_LXEUR_23531158_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,2593.560295,0.373571166,1,Other Securitization,1,2593.560295,0,0.063252303,164.0486626,0
4582166_LU0003_LU0003_LXEUR,LU0003 CWHL 2006-J4 A5 CMO 6.250% 25.09.36 LU0003_LXEUR_4582166_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,87.6755564,0.068493327,1,Other Securitization,1,87.6755564,0,0.063252303,5.545680892,0
2215067,HMBT 2005-1 A1 CMO VAR 25.03.2035_2215067,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,CC,6,161.7750268,0.068490614,1,Other Securitization,1,161.7750268,0,0.063252303,10.23264307,0
16974682,GNR 2017-H18 FB CMO VAR 20.09.2067_16974682,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,NR,unrated,323.1946711,0.197339952,1,Other Securitization,1,323.1946711,0,0.063252303,20.44280738,0
1921459_LU0003_LU0003_LXEUR,LU0003 CWL 2004-1 M1 MBS VAR 25.03.2034 LU0003_LXEUR_1921459_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BB,4,16.33446356,0.068490139,1,Other Securitization,0.82,13.39426012,0,0.063252303,0.847217805,0
