"Asset_ID","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"1020413","AA","AA",245.12380777,278.61706084,32.84659023,37.33468616,"N","N",33.49325307,4.48809593,"No Change in Rating","No Change in LT_Flag",0.13399999995439,0.134000000026703,7.23129056634519e-11
"1028738","CCC","CCC",5091.787149,5043.889147,5091.787149,5043.889147,"N","N",-47.8980019999999,-47.8980019999999,"No Change in Rating","No Change in LT_Flag",1,1,0
"1054503","CC","CC",239.85299608,248.62689163,239.85299608,248.62689163,"N","N",8.77389555000002,8.77389555000002,"No Change in Rating","No Change in LT_Flag",1,1,0
"1105467","B","B",213.85917242,251.40918964,213.85917242,251.40918964,"N","N",37.55001722,37.55001722,"No Change in Rating","No Change in LT_Flag",1,1,0
"11094842","AAA","AAA",24.949489571,17.899216454,4.801903387,2.547589599,"N","N",-7.050273117,-2.254313788,"No Change in Rating","No Change in LT_Flag",0.192464995058716,0.142329671555577,-0.0501353235031389
"11100305","AAA","AAA",339.2003385,408.3454005,66.10449343,67.42917372,"N","N",69.145062,1.32468029,"No Change in Rating","No Change in LT_Flag",0.194883335678039,0.165127790437791,-0.0297555452402477
"11248835","AAA","AAA",4657.159418,4418.699919,2232.2192532,1991.5145625,"N","N",-238.459498999999,-240.7046907,"No Change in Rating","No Change in LT_Flag",0.479309178159638,0.45070147305923,-0.0286077051004086
"11298582","CC","CC",1859.6485342,1983.8471138,1859.6485342,1983.8471138,"N","N",124.1985796,124.1985796,"No Change in Rating","No Change in LT_Flag",1,1,0
"11491329","NA","AAA",0,1704.7952195,0,381.9301741,"NA","N",1704.7952195,381.9301741,"Missing Asset ID","Missing Asset ID",0,0.224032874876325,0.224032874876325
"11578832","AAA","AAA",3668.145848,3668.390862,1819.0154567,1715.3671058,"N","N",0.245014000000083,-103.6483509,"No Change in Rating","No Change in LT_Flag",0.495895073989981,0.46760750703233,-0.0282875669576506
"11757687","AAA","AAA",460.1115539,428.3065354,294.87180609,262.50782842,"N","N",-31.8050185,-32.36397767,"No Change in Rating","No Change in LT_Flag",0.640870248944209,0.61289708823808,-0.0279731607061298
"12130969","AA","AA",1935.1480337,1929.4625206,259.30983649,258.54797778,"N","N",-5.68551309999998,-0.761858710000013,"No Change in Rating","No Change in LT_Flag",0.133999999986668,0.134000000010158,2.34905705998045e-11
"12488211","AAA","AAA",208.98542009,162.54171541,66.89572744,44.04551887,"N","N",-46.44370468,-22.85020857,"No Change in Rating","No Change in LT_Flag",0.320097581023553,0.270979783613691,-0.0491177974098615
