"Asset_ID","Asset_Name","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"1551580","LU0003 WAMU 2007-HY2 1A1 CMO VAR 25.12.2036 LU0003_LXEUR_1551580_LU0003_LU0003_LXEUR","NR","NR",51.49171861,52.16145142,51.49171861,52.16145142,"N","N",0.669732810000014,0.669732810000014,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551590","WAMU 2006-AR18 1A1 CMO FLOAT 25.01.37_1551590","AA","NR",26.463668815,28.623926056,3.546131622,28.623926056,"N","N",2.160257241,25.077794434,"Change in Rating","No Change in LT_Flag",0.134000000029852,1,0.865999999970148
"1551594","LU0003 MLMBS 2007-1 2A1 CMO VAR 25.04.2037 LU0003_LXEUR_1551594_LU0003_LU0003_LXEUR","NR","NR",44.6679685,45.10072008,44.6679685,45.10072008,"N","N",0.432751580000001,0.432751580000001,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551597","LU0003 WAMU 2007-HY5 2A1 CMO VAR 25.05.2037 LU0003_LXEUR_1551597_LU0003_LU0003_LXEUR","NR","NR",27.963606403,29.241123958,27.963606403,29.241123958,"N","N",1.277517555,1.277517555,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551603","SEMT 2007-1 1A1 CMO VAR 20.01.2047_1551603","NR","NR",7.294022866,7.626968632,7.294022866,7.626968632,"N","N",0.332945766000001,0.332945766000001,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551608","WAMU 2007-HY4 1A1 CMO VAR 25.04.2037_1551608","NR","NR",16.603176272,18.53163309,16.603176272,18.53163309,"N","N",1.928456818,1.928456818,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551609","WAMU 2006-AR10 1A1 CMO VAR 25.09.2036_1551609","NR","NR",52.71458954,55.48938884,52.71458954,55.48938884,"N","N",2.7747993,2.7747993,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551610","HVMLT 2006-6 5A1A CMO VAR 19.08.2036_1551610","NR","NR",2.162816654,2.299858856,2.162816654,2.299858856,"N","N",0.137042202,0.137042202,"No Change in Rating","No Change in LT_Flag",1,1,0
"1551612","LU0003 IMSC 2007-HOA1 A11 CMO VAR 25.07.2047 LU0003_LXEUR_1551612_LU0003_LU0003_LXEUR","CCC","CCC",304.33425476,316.5813822,304.33425476,316.5813822,"N","N",12.24712744,12.24712744,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974055","GNR 2013-H15 FC CMO VAR 20.07.2063_16974055","NR","NR",107.7371175,96.73608469,107.7371175,96.73608469,"N","N",-11.00103281,-11.00103281,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974056","GNR 2011-H11 FA CMO VAR 20.03.2061_16974056","NR","NR",112.26516796,108.58986631,112.26516796,108.58986631,"N","N",-3.67530164999999,-3.67530164999999,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974057","GNR 2012-H29 SA CMO VAR 20.10.2062_16974057","NR","NR",309.32519687,301.76519254,309.32519687,301.76519254,"N","N",-7.56000432999997,-7.56000432999997,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974058","GNR 2014-H02 FB CMO VAR 20.12.2063_16974058","NR","NR",544.5472394,526.8484123,544.5472394,526.8484123,"N","N",-17.6988270999999,-17.6988270999999,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974059","GNR 2014-H10 FA CMO VAR 20.04.2064_16974059","NR","NR",364.4756407,344.9773841,364.4756407,344.9773841,"N","N",-19.4982566,-19.4982566,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974060","GNR 2016-H11 F CMO VAR 20.05.2066_16974060","NR","NR",843.280816,840.0726851,843.280816,840.0726851,"N","N",-3.20813090000001,-3.20813090000001,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974061","GNR 2017-H12 FE CMO VAR 20.06.2066_16974061","NR","NR",7.640026611,5.823270124,7.640026611,5.823270124,"N","N",-1.816756487,-1.816756487,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974062","GNR 2017-H14 FG CMO VAR 20.06.2067_16974062","NR","NR",743.5073592,713.9103783,743.5073592,713.9103783,"N","N",-29.5969808999999,-29.5969808999999,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974079","LU0003 LCM 20A AR CDO VAR 20.10.2027 LU0003_LXEUR_16974079_LU0003_LU0003_LXEUR","AAA","AAA",2129.1507834,2221.2592971,266.14384801,277.65741218,"N","N",92.1085137,11.51356417,"No Change in Rating","No Change in LT_Flag",0.125000000039922,0.125000000019133,-2.07887318470767e-11
"16974089","LU0003 MVW 2015-10A AR CDO VAR 13.10.2027 LU0003_LXEUR_16974089_LU0003_LU0003_LXEUR","AAA","AAA",1819.5393981,1695.507909,227.44242469,211.93848863,"N","N",-124.0314891,-15.50393606,"No Change in Rating","No Change in LT_Flag",0.124999999960155,0.125000000002949,4.27942264957792e-11
